,Datetime,Tweet Id,Text
61,########,1.23E+18,Delhi government recommends rejecting mercy plea of #NirbhayaCase convict Pawan Gupta. https://t.co/gCtIJrStjo https://t.co/qxuOiPQs25
62,########,1.23E+18,Madhya Pradesh teen kidnaps 3-year-old cousin to escape board exam https://t.co/87E5e9JANz https://t.co/fzZUqSdj7c
63,########,1.23E+18,"Unable to bear daughter's medical expenditure, Telangana man kills her https://t.co/zB9SeMbSO3 https://t.co/PJfe7dC7y5"
64,########,1.23E+18,Centre to allow export of onions from March 15: Union Minister Piyush Goyal https://t.co/OVJQTJ504r https://t.co/JOady9jmih
65,########,1.23E+18,"Omar Abdullah poses ""imminent threat to public order"": J&amp;K administration https://t.co/P1Rh9eBYY5 https://t.co/U7eSlVJ2gC"
66,########,1.23E+18,Top court judge recuses from hearing plea to transfer Chinmayanand case https://t.co/ZOvxlZPtaS https://t.co/dXdthb90Ek
67,########,1.23E+18,Mumbai auto driver arrested for obscenity after teen girl alerts cops https://t.co/MgnaiTBtYL https://t.co/kfpF48Y5Fi
68,########,1.23E+18,"Wanted Punjab gangsters arrested after 1,500 km chase across four states: Police https://t.co/4bGhvuor18 https://t.co/bsc7vnwsbM"
69,########,1.23E+18,"Huge row in Karnataka after BJP leader calls freedom fighter ""Pak agent"" https://t.co/xIhnfWepea https://t.co/1ukZmsCdpe"
70,########,1.23E+18,Bill to extend upper limit of abortion to 24 weeks introduced in Lok Sabha https://t.co/u0TOOhrmVj https://t.co/2Tg57kPutl
71,########,1.23E+18,Shashi Tharoor's theory about PM Modi quitting social media highlights a worry https://t.co/EkQs3UXNM0 https://t.co/SdWczMsiwk
72,########,1.23E+18,Chief Minister Arvind Kejriwal announces help via Twitter for Delhi violence victims https://t.co/chHMYfxZBT https://t.co/YTQ8yqLrhm
73,########,1.23E+18,Indian Army inducted 364 women officers in 2019: Minister in parliament https://t.co/N8YJ2r1bpa https://t.co/1hfhZWQaqj
74,########,1.23E+18,"No jobs. Engineering graduates, MBAs work as parking attendants in Chennai https://t.co/ScRZ1CiIoJ https://t.co/qLiM5HK7GK"
75,########,1.23E+18,"Russian President Putin proposes to enshrine God, heterosexual marriage in constitution https://t.co/U8IBtLEZD5 https://t.co/aP1kJcBYkv"
76,########,1.23E+18,Rapid Action Force officer recounts saving 4 men caught in mob in Delhi https://t.co/JRYbSAuLTN https://t.co/CCkbsViwFg
77,########,1.23E+18,"Pak doctor who helped CIA track Bin Laden, on hunger strike in jail. https://t.co/QyL9fIX8mg https://t.co/ncYWVhPrWg"
78,########,1.23E+18,China man gets death for killing 2 officials at #coronavirus checkpoint. https://t.co/Ot9DNSaMDH https://t.co/47op0a1Xi2
79,########,1.23E+18,"World's richest lose $444 billion as #coronavirus spooks markets. 
 
 https://t.co/JSOq4QP5w9 https://t.co/lLqai1QQrL"
80,########,1.23E+18,"Myanmar seizes drugs, equipment worth $27 million: Military. https://t.co/HufAY28OBm https://t.co/XKxJT6aawx"
81,########,1.23E+18,"Historic city square in Jammu renamed to ""Bharat Mata Chowk"". https://t.co/aMrAd11yVE https://t.co/WoEeGrhDna"
82,########,1.23E+18,"Akshay Kumar donates Rs 1.5 crore to build a home for transgenders in Chennai.
 
 https://t.co/8oVPqRkxzR https://t.co/Gvq1zCd6Ax"
83,########,1.23E+18,"#Coronavirus cases jump in UK, PM Boris Johnson says more expected https://t.co/2LKk53vwHp https://t.co/cSQSr2hnmX"
84,########,1.23E+18,G7 to take 'Concerted Action' to limit #coronavirus growth hit - France. https://t.co/BieQxt7wNQ https://t.co/fbBs2WE0l2
85,########,1.23E+18,"""They are the virus"": Anti-government protests refueled in Iraq https://t.co/LWkclU6vYU https://t.co/K0zhyTzULD"
86,########,1.23E+18,RT @CricketNDTV: Ishan Porel took a five-wicket haul for Bengal in the first innings against Karnataka in the Ranji Trophy semi-final and tâ€¦
87,########,1.23E+18,"RT @Sports_NDTV: The Indian men's team attained their all-time highest in the FIH rankings, climbing above Argentina to the fourth positionâ€¦"
88,########,1.23E+18,"8 killed, 24 injured in Gujarat road accident.
 
 https://t.co/BUrsE3YJyb https://t.co/2ZPV3KUTPZ"
